2021-07-28 13:44:56,395 [  45618]   INFO - dea.updater.SdkComponentSource - Downloading https://dl.google.com/android/repository/sys-img/google_apis/sys-img2-1.xml 
2021-07-28 13:44:56,395 [  45618]   INFO - dea.updater.SdkComponentSource - Downloading https://dl.google.com/android/repository/sys-img/google_apis_playstore/sys-img2-1.xml 
2021-07-28 13:44:56,395 [  45618]   INFO - dea.updater.SdkComponentSource - Downloading https://dl.google.com/android/repository/addon2-1.xml 
2021-07-28 13:44:56,396 [  45619]   INFO - dea.updater.SdkComponentSource - Downloading https://dl.google.com/android/repository/glass/addon2-1.xml 
2021-07-28 13:44:56,397 [  45620]   INFO - dea.updater.SdkComponentSource - Downloading https://dl.google.com/android/repository/extras/intel/addon2-1.xml 
2021-07-28 13:44:56,397 [  45620]   INFO - dea.updater.SdkComponentSource - Downloading https://dl.google.com/android/repository/repository2-1.xml 
2021-07-28 13:44:57,482 [  46705]   WARN - ctionSystem.impl.ActionUpdater - 1529 ms to expand group child null 
2021-07-28 13:45:02,714 [  51937]   INFO - oader.EventLogExternalUploader - Started external process for uploading event log 
2021-07-28 13:45:03,103 [  52326]   INFO - ication.options.PathMacrosImpl - Saved path macros: {MAVEN_REPOSITORY=/home/praveen/.m2/repository, KOTLIN_BUNDLED=/home/praveen/.gradle/caches/modules-2/files-2.1/com.jetbrains.intellij.idea/ideaIC/2021.2/b0727ceddea2b62b16825db9308e14a470198e7f/ideaIC-2021.2/plugins/Kotlin/kotlinc} 
2021-07-28 13:45:03,128 [  52351]   INFO - rationStore.ComponentStoreImpl - Saving appCodeInsightSettings took 53 ms, FileTypeManager took 13 ms, HttpConfigurable took 20 ms, PluginAdvertiserExtensions took 16 ms 
2021-07-28 13:45:03,817 [  53040]   INFO - pl.local.NativeFileWatcherImpl - Watcher terminated with exit code 0 
2021-07-28 13:45:03,821 [  53044]   INFO - org.jetbrains.io.BuiltInServer - web server stopped 
2021-07-28 13:45:03,844 [  53067]   INFO - .impl.FileTypeDetectionService - 0 auto-detected files. Detection took 0 ms 
2021-07-28 13:45:03,847 [  53070]   INFO - il.indexing.FileBasedIndexImpl - START INDEX SHUTDOWN 
2021-07-28 13:45:03,897 [  53120]   INFO - tellij.psi.stubs.StubIndexImpl - StubIndexExtension-s were unloaded 
2021-07-28 13:45:03,958 [  53181]   INFO - il.indexing.FileBasedIndexImpl - END INDEX SHUTDOWN 
2021-07-28 13:45:03,958 [  53181]   INFO - newvfs.persistent.PersistentFS - VFS dispose started 
2021-07-28 13:45:03,960 [  53183]   INFO - newvfs.persistent.PersistentFS - VFS dispose completed 
2021-07-28 13:45:03,960 [  53183]   INFO - stubs.SerializationManagerImpl - Start shutting down /home/praveen/IdeaProjects/footwear_shop/build/idea-sandbox/system/index/rep.names 
2021-07-28 13:45:03,961 [  53184]   INFO - stubs.SerializationManagerImpl - Finished shutting down /home/praveen/IdeaProjects/footwear_shop/build/idea-sandbox/system/index/rep.names 
2021-07-28 13:45:04,141 [  53364]   INFO -        #com.intellij.idea.Main - ------------------------------------------------------ IDE SHUTDOWN ------------------------------------------------------ 
2021-07-28 13:45:04,144 [  53367]   INFO - org.jetbrains.io.BuiltInServer - web server stopped 
